--1. Top 10 bottleneck zones,,,,,
zone,total_work_minutes,order_count,avg_work_minutes,,
11/15/2025,HNK_LARGE,70.33333333,69.83333333,0.5,
11/16/2025,HNK_LARGE,157.4166667,70.33333333,87.08333333,
11/17/2025,HNK_LARGE,106.75,157.4166667,-50.66666667,
11/18/2025,HNK_LARGE,156.3333333,106.75,49.58333333,
11/19/2025,HNK_LARGE,102.1666667,156.3333333,-54.16666667,
11/20/2025,HNK_LARGE,127.5,102.1666667,25.33333333,
11/21/2025,HNK_LARGE,89.5,127.5,-38,
11/22/2025,HNK_LARGE,377,89.5,287.5,
11/23/2025,HNK_LARGE,215.75,377,-161.25,
11/24/2025,HNK_LARGE,216.5833333,215.75,0.833333333,
11/25/2025,HNK_LARGE,123.4166667,216.5833333,-93.16666667,
11/26/2025,HNK_LARGE,158.0833333,123.4166667,34.66666667,
11/27/2025,HNK_LARGE,187.3333333,158.0833333,29.25,
11/28/2025,HNK_LARGE,215.0833333,187.3333333,27.75,
11/29/2025,HNK_LARGE,180.8333333,215.0833333,-34.25,
11/30/2025,HNK_LARGE,162,180.8333333,-18.83333333,
12/1/2025,HNK_LARGE,301.6666667,162,139.6666667,
12/2/2025,HNK_LARGE,240.6666667,301.6666667,-61,
12/3/2025,HNK_LARGE,367.5833333,240.6666667,126.9166667,
12/4/2025,HNK_LARGE,349.6666667,367.5833333,-17.91666667,
12/5/2025,HNK_LARGE,206.3333333,349.6666667,-143.3333333,
12/6/2025,HNK_LARGE,201.5833333,206.3333333,-4.75,
12/7/2025,HNK_LARGE,540.3333333,201.5833333,338.75,
12/8/2025,HNK_LARGE,549.0833333,540.3333333,8.75,
11/8/2025,HVAL_APP_2,37.91666667,,,
11/9/2025,HVAL_APP_2,65.75,37.91666667,27.83333333,
11/10/2025,HVAL_APP_2,23.25,65.75,-42.5,
11/11/2025,HVAL_APP_2,92.08333333,23.25,68.83333333,
11/12/2025,HVAL_APP_2,16.08333333,92.08333333,-76,
11/13/2025,HVAL_APP_2,6.5,16.08333333,-9.583333333,
11/14/2025,HVAL_APP_2,23.16666667,6.5,16.66666667,
11/15/2025,HVAL_APP_2,4.916666667,23.16666667,-18.25,
11/16/2025,HVAL_APP_2,11.83333333,4.916666667,6.916666667,
11/17/2025,HVAL_APP_2,34.08333333,11.83333333,22.25,
11/18/2025,HVAL_APP_2,22.75,34.08333333,-11.33333333,
11/19/2025,HVAL_APP_2,16.16666667,22.75,-6.583333333,
11/21/2025,HVAL_APP_2,0.583333333,16.16666667,-15.58333333,
11/24/2025,HVAL_APP_2,1.166666667,0.583333333,0.583333333,
11/25/2025,HVAL_APP_2,5.916666667,1.166666667,4.75,
11/26/2025,HVAL_APP_2,13.58333333,5.916666667,7.666666667,
11/27/2025,HVAL_APP_2,5.25,13.58333333,-8.333333333,
11/28/2025,HVAL_APP_2,1.166666667,5.25,-4.083333333,
11/29/2025,HVAL_APP_2,53,1.166666667,51.83333333,
11/30/2025,HVAL_APP_2,12.5,53,-40.5,
12/1/2025,HVAL_APP_2,11.91666667,12.5,-0.583333333,
12/2/2025,HVAL_APP_2,3.583333333,11.91666667,-8.333333333,
12/3/2025,HVAL_APP_2,35.58333333,3.583333333,32,
12/4/2025,HVAL_APP_2,19.5,35.58333333,-16.08333333,
12/5/2025,HVAL_APP_2,12.91666667,19.5,-6.583333333,
12/6/2025,HVAL_APP_2,16.33333333,12.91666667,3.416666667,
12/7/2025,HVAL_APP_2,23.16666667,16.33333333,6.833333333,
12/8/2025,HVAL_APP_2,39.5,23.16666667,16.33333333,
11/20/2025,HVAL_APPG1,47.25,,,
11/21/2025,HVAL_APPG1,121.5833333,47.25,74.33333333,
11/22/2025,HVAL_APPG1,209.5,121.5833333,87.91666667,
11/23/2025,HVAL_APPG1,91,209.5,-118.5,
11/24/2025,HVAL_APPG1,198.3333333,91,107.3333333,
11/25/2025,HVAL_APPG1,493.75,198.3333333,295.4166667,
11/26/2025,HVAL_APPG1,296.5,493.75,-197.25,
11/27/2025,HVAL_APPG1,220,296.5,-76.5,
11/28/2025,HVAL_APPG1,565.4166667,220,345.4166667,
11/29/2025,HVAL_APPG1,327.8333333,565.4166667,-237.5833333,
11/30/2025,HVAL_APPG1,305.9166667,327.8333333,-21.91666667,
12/1/2025,HVAL_APPG1,249.6666667,305.9166667,-56.25,
12/2/2025,HVAL_APPG1,154.5833333,249.6666667,-95.08333333,
12/3/2025,HVAL_APPG1,653.75,154.5833333,499.1666667,
12/4/2025,HVAL_APPG1,525.5,653.75,-128.25,
12/5/2025,HVAL_APPG1,552.5833333,525.5,27.08333333,
12/6/2025,HVAL_APPG1,493.9166667,552.5833333,-58.66666667,
12/7/2025,HVAL_APPG1,581,493.9166667,87.08333333,
12/8/2025,HVAL_APPG1,550.9166667,581,-30.08333333,
11/8/2025,LIQUID_E0,149.75,,,
11/9/2025,LIQUID_E0,183.6666667,149.75,33.91666667,
11/10/2025,LIQUID_E0,183.5,183.6666667,-0.166666667,
11/11/2025,LIQUID_E0,154,183.5,-29.5,
11/12/2025,LIQUID_E0,85.58333333,154,-68.41666667,
11/13/2025,LIQUID_E0,76.58333333,85.58333333,-9,
11/14/2025,LIQUID_E0,119.9166667,76.58333333,43.33333333,
11/15/2025,LIQUID_E0,130.8333333,119.9166667,10.91666667,
11/16/2025,LIQUID_E0,300.6666667,130.8333333,169.8333333,
11/17/2025,LIQUID_E0,318.9166667,300.6666667,18.25,
11/18/2025,LIQUID_E0,333.75,318.9166667,14.83333333,
11/19/2025,LIQUID_E0,257.9166667,333.75,-75.83333333,
11/20/2025,LIQUID_E0,348.4166667,257.9166667,90.5,
11/21/2025,LIQUID_E0,314.5,348.4166667,-33.91666667,
11/22/2025,LIQUID_E0,159.9166667,314.5,-154.5833333,
11/23/2025,LIQUID_E0,158.9166667,159.9166667,-1,
11/24/2025,LIQUID_E0,173,158.9166667,14.08333333,
11/25/2025,LIQUID_E0,168.3333333,173,-4.666666667,
11/26/2025,LIQUID_E0,146.3333333,168.3333333,-22,
11/27/2025,LIQUID_E0,154,146.3333333,7.666666667,
11/28/2025,LIQUID_E0,185.1666667,154,31.16666667,
11/29/2025,LIQUID_E0,194.1666667,185.1666667,9,
11/30/2025,LIQUID_E0,169.75,194.1666667,-24.41666667,
12/1/2025,LIQUID_E0,225.9166667,169.75,56.16666667,
12/2/2025,LIQUID_E0,224.6666667,225.9166667,-1.25,
12/3/2025,LIQUID_E0,291.4166667,224.6666667,66.75,
12/4/2025,LIQUID_E0,241.9166667,291.4166667,-49.5,
12/5/2025,LIQUID_E0,360.1666667,241.9166667,118.25,
12/6/2025,LIQUID_E0,250.1666667,360.1666667,-110,
12/7/2025,LIQUID_E0,454.6666667,250.1666667,204.5,
12/8/2025,LIQUID_E0,271,454.6666667,-183.6666667,
11/8/2025,M&S_2,116.4166667,,,
11/9/2025,M&S_2,202.0833333,116.4166667,85.66666667,
11/10/2025,M&S_2,70.16666667,202.0833333,-131.9166667,
11/11/2025,M&S_2,120,70.16666667,49.83333333,
11/12/2025,M&S_2,77.66666667,120,-42.33333333,
11/13/2025,M&S_2,59.58333333,77.66666667,-18.08333333,
11/14/2025,M&S_2,115.8333333,59.58333333,56.25,
11/15/2025,M&S_2,92.33333333,115.8333333,-23.5,
11/16/2025,M&S_2,83.16666667,92.33333333,-9.166666667,
11/17/2025,M&S_2,51.33333333,83.16666667,-31.83333333,
11/18/2025,M&S_2,53.83333333,51.33333333,2.5,
11/19/2025,M&S_2,38.75,53.83333333,-15.08333333,
11/20/2025,M&S_2,109.0833333,38.75,70.33333333,
11/21/2025,M&S_2,190.75,109.0833333,81.66666667,
11/22/2025,M&S_2,159.5,190.75,-31.25,
11/23/2025,M&S_2,65.91666667,159.5,-93.58333333,
11/24/2025,M&S_2,124.3333333,65.91666667,58.41666667,
11/25/2025,M&S_2,90.5,124.3333333,-33.83333333,
11/26/2025,M&S_2,53.58333333,90.5,-36.91666667,
11/27/2025,M&S_2,46,53.58333333,-7.583333333,
11/28/2025,M&S_2,72.16666667,46,26.16666667,
11/29/2025,M&S_2,83.41666667,72.16666667,11.25,
11/30/2025,M&S_2,120.9166667,83.41666667,37.5,
12/1/2025,M&S_2,103,120.9166667,-17.91666667,
12/2/2025,M&S_2,72.41666667,103,-30.58333333,
12/3/2025,M&S_2,106.4166667,72.41666667,34,
12/4/2025,M&S_2,126.0833333,106.4166667,19.66666667,
12/5/2025,M&S_2,103.3333333,126.0833333,-22.75,
12/6/2025,M&S_2,438.25,103.3333333,334.9166667,
12/7/2025,M&S_2,574.5833333,438.25,136.3333333,
12/8/2025,M&S_2,246.8333333,574.5833333,-327.75,
11/8/2025,OIL&GHEE_S,195.1666667,,,
11/9/2025,OIL&GHEE_S,264.6666667,195.1666667,69.5,
11/10/2025,OIL&GHEE_S,340.1666667,264.6666667,75.5,
11/11/2025,OIL&GHEE_S,259.5,340.1666667,-80.66666667,
11/12/2025,OIL&GHEE_S,257.9166667,259.5,-1.583333333,
11/13/2025,OIL&GHEE_S,267.8333333,257.9166667,9.916666667,
11/14/2025,OIL&GHEE_S,249.5833333,267.8333333,-18.25,
11/15/2025,OIL&GHEE_S,275.9166667,249.5833333,26.33333333,
11/16/2025,OIL&GHEE_S,235.1666667,275.9166667,-40.75,
11/17/2025,OIL&GHEE_S,422.8333333,235.1666667,187.6666667,
11/18/2025,OIL&GHEE_S,277.6666667,422.8333333,-145.1666667,
11/19/2025,OIL&GHEE_S,282.25,277.6666667,4.583333333,
11/20/2025,OIL&GHEE_S,387.0833333,282.25,104.8333333,
11/21/2025,OIL&GHEE_S,403.1666667,387.0833333,16.08333333,
11/22/2025,OIL&GHEE_S,307.3333333,403.1666667,-95.83333333,
11/23/2025,OIL&GHEE_S,360.9166667,307.3333333,53.58333333,
11/24/2025,OIL&GHEE_S,450.5833333,360.9166667,89.66666667,
11/25/2025,OIL&GHEE_S,370.5,450.5833333,-80.08333333,
11/26/2025,OIL&GHEE_S,342.1666667,370.5,-28.33333333,
11/27/2025,OIL&GHEE_S,323.75,342.1666667,-18.41666667,
11/28/2025,OIL&GHEE_S,324.5833333,323.75,0.833333333,
11/29/2025,OIL&GHEE_S,499.4166667,324.5833333,174.8333333,
11/30/2025,OIL&GHEE_S,427.5,499.4166667,-71.91666667,
12/1/2025,OIL&GHEE_S,499.0833333,427.5,71.58333333,
12/2/2025,OIL&GHEE_S,454.5,499.0833333,-44.58333333,
12/3/2025,OIL&GHEE_S,365.5,454.5,-89,
12/4/2025,OIL&GHEE_S,565.8333333,365.5,200.3333333,
12/5/2025,OIL&GHEE_S,472,565.8333333,-93.83333333,
12/6/2025,OIL&GHEE_S,287.9166667,472,-184.0833333,
12/7/2025,OIL&GHEE_S,439.75,287.9166667,151.8333333,
12/8/2025,OIL&GHEE_S,367.0833333,439.75,-72.66666667,
11/8/2025,REB_FD_G0,91.41666667,,,
11/9/2025,REB_FD_G0,110.8333333,91.41666667,19.41666667,
11/10/2025,REB_FD_G0,79.91666667,110.8333333,-30.91666667,
11/11/2025,REB_FD_G0,87.25,79.91666667,7.333333333,
11/12/2025,REB_FD_G0,90,87.25,2.75,
,,,,,
,,,,,
8. Final bottleneck ranking,,,,,
zone,total_work_minutes,avg_work_minutes,total_qty,order_count,workload_rank
combo_9,118278.1667,75.5771033,497966,1565,1
combo_11,77499,49.33099936,239718,1571,2
combo_6,68887.58333,43.84951199,214549,1571,3
FMCG_FOOD2,68323.16667,43.8812888,262358,1557,4
combo_8,59161.08333,37.65823255,175123,1571,5
SPICES&DAL,49457.91667,31.72412871,180827,1559,6
FMCG_FOOD1,49368.41667,31.68704536,180683,1558,7
BISC_BAK,42547.08333,27.32632199,181627,1557,8
combo_5,40729.91667,26.17603899,184241,1556,9
STAPLES,37743.91667,24.44554188,180581,1544,10
CHOCOLATES,35413.25,22.92119741,187515,1545,11
FRAGILE_FD,31328,20.26390686,103392,1546,12
CICO_G2,29738.33333,21.03135314,293326,1414,13
CD_CICO,29139.83333,19.86355374,246268,1467,14
H_STAPLES,28866.91667,18.90433312,173693,1527,15
combo_2,23287.83333,12.66331339,123238,1839,16
CICO_FD,18114.91667,11.83208143,70403,1531,17
combo_4,15635.25,10.08075435,32721,1551,18
DP+DB,13452,9.052489906,59940,1486,19
REB_G1_FD,11976.83333,8.277009906,27550,1447,20
DIAPERS,11467.91667,7.665719697,40343,1496,21
OIL&GHEE_S,10977.33333,7.269757174,43804,1510,22
combo_3,9884.333333,6.545916115,43174,1510,23
ATTA,9146.5,6.281936813,48906,1456,24
DL+CL,8980,6.180316586,34944,1453,25
CICO_D2,8672.833333,6.516028049,55456,1331,26
combo_7,7105.833333,5.23257241,18364,1358,27
CICO_OIL,7061.583333,5.649266667,59677,1250,28
LIQUID_E0,6787.5,4.998159057,27318,1358,29
HVAL_APPG1,6639,6.93006263,16404,958,30
HNK_LARGE,6102,4.196698762,22872,1454,31
M&S_2,3968.25,2.943805638,13611,1348,32
combo_1,3008.666667,2.775522755,23564,1084,33
combo_10,2145.75,2.524411765,5727,850,34
REB_FD_G0,1643.916667,1.927217663,4637,853,35
HVAL_APP_2,610.1666667,1.089583333,1394,560,36
SAMPLE,264.25,0.793543544,1059,333,37
GOLD,88.83333333,1.124472574,322,79,38
