order_id,priority_num,predicted_high_risk_probability,order_completion_minutes,total_volume_cm3,total_weight_kg,high_risk,probability_bin,volume_bucket,weight_bucket,probability_bin_order
BLR_123704,2,0.0022305225136637396,200.41820771956145,871873.0579070001,185.21687,False,0.0-0.1,>500k,>50,0
BLR_123705,5,0.5508825918530035,569.6317964165735,397489.73712,77.592,False,0.5-0.6,200k-500k,>50,5
BLR_123707,5,0.8738265029905551,655.0076082545122,1265067.9816876,314.07973300000003,True,0.8-0.9,>500k,>50,8
BLR_123709,1,7.362462222121575e-05,114.95982876599507,461679.1835392,78.69648,False,0.0-0.1,200k-500k,>50,0
BLR_123710,1,0.00015222805085287851,43.09645246768927,785084.3660935999,172.62365,False,0.0-0.1,>500k,>50,0
BLR_123711,2,0.008930005821249682,307.71881295511645,1487884.517734,346.02860451612906,False,0.0-0.1,>500k,>50,0
BLR_123712,3,0.09926735986194662,507.67992475036334,1890336.854349,533.5916746774194,False,0.0-0.1,>500k,>50,0
BLR_123714,1,7.710340043165379e-05,68.43836025040297,521084.28883,147.53167,False,0.0-0.1,>500k,>50,0
BLR_123715,5,0.9256786210994029,716.7041521813641,1633435.1313782,400.1492306451613,True,0.9-1.0,>500k,>50,9
BLR_123717,5,0.8166711303769889,640.770262050118,898305.750484,220.12139677419356,True,0.8-0.9,>500k,>50,8
BLR_123718,1,0.0001757127770379383,65.78891018938069,935732.03998,194.38144,False,0.0-0.1,>500k,>50,0
BLR_123719,2,0.0021668324542709312,262.4504296628464,888593.923789,216.97290129032257,False,0.0-0.1,>500k,>50,0
BLR_123720,5,0.6089800847062137,595.5249589717863,549433.3193,151.86976,False,0.6-0.7,>500k,>50,6
BLR_123721,2,0.00904728415831547,329.0143477009391,1556375.3734396,374.96301612903227,False,0.0-0.1,>500k,>50,0
BLR_123722,1,7.709613210645878e-05,46.02761373948373,491631.63899999997,108.71708129032258,False,0.0-0.1,200k-500k,>50,0
BLR_123723,2,0.001641249171203068,246.62362496897538,875353.9732096,246.30388,False,0.0-0.1,>500k,>50,0
BLR_123724,5,0.20698832066225037,492.64280210482485,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_123725,5,0.9109524466876224,599.8975708237354,1358829.1701996,322.0065,False,0.9-1.0,>500k,>50,9
BLR_123726,9,0.9999744839079879,652.8861386394759,586772.1644840554,156.62940761290324,True,0.9-1.0,>500k,>50,9
BLR_123728,3,0.04275659197144059,475.8540040452527,1222770.0928840553,287.8358769677419,False,0.0-0.1,>500k,>50,0
BLR_123729,5,0.8920257638997021,574.3493620082079,1311249.03406,314.09158767741934,False,0.8-0.9,>500k,>50,8
BLR_123731,2,0.0033208984221219226,276.27347969082416,1231203.1299331388,303.12831632258064,False,0.0-0.1,>500k,>50,0
BLR_123732,1,0.0004204365456092057,139.48491741049213,1301526.352195239,323.17743083870965,False,0.0-0.1,>500k,>50,0
BLR_123733,3,0.7465769045580528,730.3644405471987,3858571.7354309997,528.940838,True,0.7-0.8,>500k,>50,7
BLR_123736,3,0.0743264067342774,398.75182942565044,1666368.103120639,434.7283237419355,False,0.0-0.1,>500k,>50,0
BLR_123737,5,0.9095061922297913,551.732880757174,1542092.04205,435.45636483870965,False,0.9-1.0,>500k,>50,9
BLR_123739,3,0.06312999858870832,389.99387965781045,1627649.01306,418.08574,False,0.0-0.1,>500k,>50,0
BLR_123740,1,0.017517591558236557,309.0835248684835,3277063.870599,764.2882567741935,False,0.0-0.1,>500k,>50,0
BLR_123741,5,0.7934713997486506,592.6598980124556,949945.6372296,203.57713838709677,False,0.7-0.8,>500k,>50,7
BLR_123742,3,0.01003619981469061,356.7778008980443,465868.890528,90.42547,False,0.0-0.1,200k-500k,>50,0
BLR_123743,2,0.00923762389982217,336.8373351763635,1681187.1598729999,398.80797096774194,False,0.0-0.1,>500k,>50,0
BLR_123745,1,0.00067168626095162,222.39349301480982,1676385.303814,393.35405225806454,False,0.0-0.1,>500k,>50,0
BLR_123746,1,0.00047021845543460035,214.35798726867688,1512573.544151,359.48525903225806,False,0.0-0.1,>500k,>50,0
BLR_123747,2,0.0017102971577251836,295.69470016917063,760655.3996956,146.10551,False,0.0-0.1,>500k,>50,0
BLR_123748,3,0.03229402125739699,441.93677128927214,996608.7317082,295.50710903225803,False,0.0-0.1,>500k,>50,0
BLR_123749,5,0.8487571500357906,604.7918279982262,1122909.1180725,290.57554600000003,False,0.8-0.9,>500k,>50,8
BLR_123750,2,0.001060706736107533,304.22149722951997,572648.3494996,149.80971,False,0.0-0.1,>500k,>50,0
BLR_123751,3,0.02953752917067408,394.57658223989705,1001709.879029,244.966595,False,0.0-0.1,>500k,>50,0
BLR_123752,2,0.0024274626150017665,300.34404395495636,987084.8478695999,248.22326322580645,False,0.0-0.1,>500k,>50,0
BLR_123753,5,0.8555216807765033,598.1768178261204,1406944.5055065553,425.0730425483871,False,0.8-0.9,>500k,>50,8
BLR_123754,6,0.9692391689760999,629.0656111192541,773703.01535,131.976195,True,0.9-1.0,>500k,>50,9
BLR_123755,6,0.7568791727700935,606.850009796122,115.5,0.001,False,0.7-0.8,<=50k,<=5,7
BLR_123756,4,0.16730605520213587,485.80483456748215,674405.5254190001,162.72374451612905,False,0.1-0.2,>500k,>50,1
BLR_123757,4,0.39401293285034344,549.6992602260391,1360531.171228,344.5926122580645,False,0.3-0.4,>500k,>50,3
BLR_124158,6,0.9402907654506083,627.1315709285524,447701.11416,66.8233,True,0.9-1.0,200k-500k,>50,9
BLR_124160,5,0.2979652631039133,561.4002183075571,102791.30329,20.16744,False,0.2-0.3,100k-200k,20-50,2
BLR_124161,5,0.6636377237505937,605.5702152522531,602343.00345,147.20655,True,0.6-0.7,>500k,>50,6
BLR_124162,1,0.0007991493964986861,176.29100500152242,1814746.599396,482.3438706451613,False,0.0-0.1,>500k,>50,0
BLR_124163,1,0.0004291594862568113,153.40142644261897,1329636.15489,299.02750483870966,False,0.0-0.1,>500k,>50,0
BLR_124164,1,0.00013308466764984822,58.006873322838636,772600.8335846,170.73443161290322,False,0.0-0.1,>500k,>50,0
BLR_124165,3,0.0461914416906632,504.04716100119794,1224682.287954,252.31158451612905,False,0.0-0.1,>500k,>50,0
BLR_124166,5,0.795586499890775,580.7563181511061,990539.5122642389,219.68158825806452,False,0.7-0.8,>500k,>50,7
BLR_124167,1,0.00016528177364723263,58.27224199177258,803251.910644,140.07388,False,0.0-0.1,>500k,>50,0
BLR_124168,3,0.01676171191971961,330.8330412741204,715609.1291495999,94.619,False,0.0-0.1,>500k,>50,0
BLR_124169,1,9.093934787093302e-05,65.24720092750293,579083.414364,96.19929,False,0.0-0.1,>500k,>50,0
BLR_124170,5,0.20691273757361034,531.0242799988454,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_124172,5,0.20689734995575418,530.3694382046166,409.22366925,0.2,False,0.2-0.3,<=50k,<=5,2
BLR_124173,5,0.7783712515524668,632.0394073720436,860248.5905520554,204.017084,True,0.7-0.8,>500k,>50,7
BLR_124175,2,0.0001537393642625239,269.1395673788956,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_124176,5,0.20691273757361034,585.3437798580585,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_124177,2,0.041544576387531194,374.78084577230817,2378572.646747639,650.206702451613,False,0.0-0.1,>500k,>50,0
BLR_124178,3,0.0018304319466399305,291.31077707176536,409.22366925,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124179,5,0.8145658271554698,653.8589598602848,1112941.521362,291.18924,True,0.8-0.9,>500k,>50,8
BLR_124180,3,0.1559193139717473,397.32201708987304,2282669.4768906,623.1957643870968,False,0.1-0.2,>500k,>50,1
BLR_124181,2,0.010402693130923232,370.88798275283284,1929025.8978126,465.18049580645163,False,0.0-0.1,>500k,>50,0
BLR_124182,5,0.968064924887081,687.4225215007635,2166401.9882434,528.9021144516129,True,0.9-1.0,>500k,>50,9
BLR_124183,3,0.11151921028597624,427.26165434297184,1907835.722772639,493.26087096774194,False,0.1-0.2,>500k,>50,1
BLR_124184,2,0.0006385525165438487,154.7082428415774,360316.523452,57.61399,False,0.0-0.1,200k-500k,>50,0
BLR_124185,5,0.9358731184484982,652.5137222330644,1681006.2733016,351.17859329032257,True,0.9-1.0,>500k,>50,9
BLR_124186,3,0.03583330870721862,414.77038921447746,1192100.8827217107,293.77455283870967,False,0.0-0.1,>500k,>50,0
BLR_124187,5,0.5663605164931055,527.7696116783188,429482.747199,79.89959999999999,False,0.5-0.6,200k-500k,>50,5
BLR_124188,2,0.0010308347906714413,197.96091261815707,622371.5093960001,134.13501,False,0.0-0.1,>500k,>50,0
BLR_124189,5,0.8774854064956674,555.8055220167487,1334068.029128,394.1236474193548,False,0.8-0.9,>500k,>50,8
BLR_124190,1,0.0004795174361946441,181.60162023762157,1562794.427266639,457.09948599999996,False,0.0-0.1,>500k,>50,0
BLR_124191,3,0.026964106073813058,433.085415792751,842026.153746,258.61417322580644,False,0.0-0.1,>500k,>50,0
BLR_124192,3,0.025746276848284927,432.14517273003185,974397.493838,204.89473,False,0.0-0.1,>500k,>50,0
BLR_124193,2,0.002061808465018023,217.92877546152388,907813.245602,229.29410000000001,False,0.0-0.1,>500k,>50,0
BLR_124194,3,0.0509653140675939,487.30275712774977,1261680.692432,333.0080970967742,False,0.0-0.1,>500k,>50,0
BLR_124196,2,0.0016585092013256995,201.37608986684944,755914.299318,135.78118,False,0.0-0.1,>500k,>50,0
BLR_124197,1,0.0007055219964068367,136.68357033042997,1817061.244101,485.62608193548385,False,0.0-0.1,>500k,>50,0
BLR_124198,1,6.581562412175511e-05,89.96034920395486,394677.18477,64.35824,False,0.0-0.1,200k-500k,>50,0
BLR_124200,3,0.052877195712259774,509.6056233741983,1372804.326104,397.8633716129032,False,0.0-0.1,>500k,>50,0
BLR_124201,5,0.8438844952042819,560.3071863786206,1104042.326586,278.8994974193548,False,0.8-0.9,>500k,>50,8
BLR_124204,3,0.0018304319466399305,401.02361463575505,409.22366925,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124205,2,0.007499162353186104,283.9628706503843,1567875.7272496,436.60116999999997,False,0.0-0.1,>500k,>50,0
BLR_124206,2,0.00970909142683682,329.4205274693216,1616836.8933856848,362.09626000000003,False,0.0-0.1,>500k,>50,0
BLR_124207,9,0.9999749361061309,662.5058184489851,611948.382884,185.9743212903226,True,0.9-1.0,>500k,>50,9
BLR_124208,1,9.693772474768398e-05,98.7402117375628,591235.3280216,103.42342500000001,False,0.0-0.1,>500k,>50,0
BLR_124209,1,8.041792152933808e-05,106.99189336309809,481270.4210396,84.81936,False,0.0-0.1,200k-500k,>50,0
BLR_124210,3,0.04680795495185276,509.14390596309056,1221006.1641520553,291.5345940645161,False,0.0-0.1,>500k,>50,0
BLR_124211,2,0.002141077652491609,280.6933277205874,938471.187654,191.7520712903226,False,0.0-0.1,>500k,>50,0
BLR_124212,3,0.027493022772246065,493.3126019114833,1009861.185227,259.587204516129,False,0.0-0.1,>500k,>50,0
BLR_124213,1,1.289042981080935e-05,80.73188495546495,409.22366925,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124214,1,8.556844607876547e-05,136.33587246663953,463734.892212,110.01239,False,0.0-0.1,200k-500k,>50,0
BLR_124215,3,0.0018306032844954264,433.94057850577104,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_124216,2,0.0070386766681542,345.8695164650022,1626842.619947,416.1221822580645,False,0.0-0.1,>500k,>50,0
BLR_124217,1,1.2888670506280666e-05,87.8279380296829,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_124218,5,0.8268851300522341,576.4261399690023,1067021.345795,274.65293,False,0.8-0.9,>500k,>50,8
BLR_124219,3,0.04464700619716604,532.3325994909744,1242559.328369,315.7321870967742,False,0.0-0.1,>500k,>50,0
BLR_124220,5,0.5441932663771378,559.6718818980511,401607.705002,58.33349,False,0.5-0.6,200k-500k,>50,5
BLR_124221,5,0.5883333365324265,533.8658419019672,454589.340664,85.52469,False,0.5-0.6,200k-500k,>50,5
BLR_124222,2,0.002519421459527645,316.0850054803433,1061264.6733871,244.5362558064516,False,0.0-0.1,>500k,>50,0
BLR_124223,5,0.8902604676495238,568.6433168299227,1379642.2649812,289.71681532258066,False,0.8-0.9,>500k,>50,8
BLR_124224,1,0.00010605656983445255,168.7668178799618,689805.5977796,146.07700277419355,False,0.0-0.1,>500k,>50,0
BLR_124225,2,0.003104052110611079,315.995900984557,1051650.7440356,198.65774,False,0.0-0.1,>500k,>50,0
BLR_124636,5,0.6067840277914929,581.3146761172715,534631.897752,86.81865,True,0.6-0.7,>500k,>50,6
BLR_124638,3,0.10208563570192936,500.731360587076,1813801.5152058045,335.94572600000004,False,0.1-0.2,>500k,>50,1
BLR_124639,1,1.2887790946566638e-05,111.95403147871866,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124640,3,0.055809353154309106,389.02273159175655,1412119.7896788174,287.69955148387095,False,0.0-0.1,>500k,>50,0
BLR_124641,2,0.001268681735290813,293.45525123175554,659708.164140728,149.06087,False,0.0-0.1,>500k,>50,0
BLR_124642,2,0.0004294031905566252,273.4002742289398,170770.897496,31.50892,False,0.0-0.1,100k-200k,20-50,0
BLR_124643,5,0.206860116265642,548.0811558302016,204.8,0.12,False,0.2-0.3,<=50k,<=5,2
BLR_124644,2,0.00838514825437046,335.6823996316434,1404084.0047166,300.73797903225807,False,0.0-0.1,>500k,>50,0
BLR_124645,5,0.4914638288495551,557.3362916782584,343035.594376,76.76777,False,0.4-0.5,200k-500k,>50,4
BLR_124647,3,0.04348646350920866,387.7676267094304,1155986.306735,227.76212341935485,False,0.0-0.1,>500k,>50,0
BLR_124648,9,0.9999811724690065,631.8700270965238,787307.25775,184.49604161290324,True,0.9-1.0,>500k,>50,9
BLR_124649,3,0.0018300579107106685,316.15669691316907,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124650,1,0.00015548237236680384,128.07677727998663,828603.4966614435,177.698362,False,0.0-0.1,>500k,>50,0
BLR_124651,1,0.0080389419299136,249.5927077303773,2849287.1720722,764.5640348387096,False,0.0-0.1,>500k,>50,0
BLR_124652,1,9.547678717452807e-05,40.75681821907353,702724.9679336001,136.51385,False,0.0-0.1,>500k,>50,0
BLR_124653,1,6.276365343900837e-05,32.95176092315702,434998.54073400004,79.52009000000001,False,0.0-0.1,200k-500k,>50,0
BLR_124654,3,0.0018306032844954264,316.78934371217736,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_124655,5,0.7538889386735829,582.1590590225367,874561.906068728,214.6700412903226,True,0.7-0.8,>500k,>50,7
BLR_124656,5,0.9657416066114345,753.0840152784731,1989809.4204382554,437.32439277419354,True,0.9-1.0,>500k,>50,9
BLR_124657,1,0.0028934406625739325,200.4816938507112,2560515.7748619327,513.7509876129033,False,0.0-0.1,>500k,>50,0
BLR_124658,1,5.844599023463103e-05,55.99903219251293,420706.993446,106.45342000000001,False,0.0-0.1,200k-500k,>50,0
BLR_124660,2,0.0001536900760632361,128.83545489853142,204.8,0.12,False,0.0-0.1,<=50k,<=5,0
BLR_124661,5,0.7863223853261894,632.3194059660383,935719.2984274434,257.04698522580645,True,0.7-0.8,>500k,>50,7
BLR_124662,2,0.002804679360496885,220.43208066559308,1050868.895946,250.44269,False,0.0-0.1,>500k,>50,0
BLR_124663,5,0.3653789131269893,559.2865046011198,175437.298068,35.06037,False,0.3-0.4,100k-200k,20-50,3
BLR_124664,1,0.0007781281191184413,182.56486123044064,1722560.4543309999,441.2577577419355,False,0.0-0.1,>500k,>50,0
BLR_124665,3,0.028444944392200102,395.63388934770194,975284.730248,232.3479416129032,False,0.0-0.1,>500k,>50,0
BLR_124666,3,0.009247650808130572,360.7391235113856,421045.052956,91.21887,False,0.0-0.1,200k-500k,>50,0
BLR_124668,2,0.026891000238343243,351.8918237574852,2092676.2708174894,605.975576,False,0.0-0.1,>500k,>50,0
BLR_124669,5,0.5149116349019144,584.8318796483388,384453.06417599996,104.2785,True,0.5-0.6,200k-500k,>50,5
BLR_124670,5,0.4704216539884626,561.9561210091263,257880.429571,41.63512,False,0.4-0.5,200k-500k,20-50,4
BLR_124671,3,0.0018300579107106685,340.31494525071014,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_124674,3,0.020470917310003608,420.0355213117446,826596.236152,199.34473741935486,False,0.0-0.1,>500k,>50,0
BLR_124675,1,0.00021102692323835746,133.73964680895017,975485.150665,219.805416,False,0.0-0.1,>500k,>50,0
BLR_124676,2,0.011331910985315233,339.83037021768064,1666139.016671,385.4090258064516,False,0.0-0.1,>500k,>50,0
BLR_124677,3,0.05781196854021933,432.2324532935535,1411973.3413816,315.7722952903226,False,0.0-0.1,>500k,>50,0
BLR_124678,3,0.16693755513677158,526.8597371517693,2131724.766501,542.8729974193549,False,0.1-0.2,>500k,>50,1
BLR_124679,5,0.9220784915877389,561.3878150824593,1472276.6567712089,345.122356516129,False,0.9-1.0,>500k,>50,9
BLR_124680,3,0.16760074150021903,494.3991912710438,2123186.619699328,516.9733777419355,False,0.1-0.2,>500k,>50,1
BLR_124681,2,0.0001536900760632361,183.1733610381238,204.8,0.12,False,0.0-0.1,<=50k,<=5,0
BLR_124682,5,0.206860116265642,446.58285060584893,204.8,0.12,False,0.2-0.3,<=50k,<=5,2
BLR_124683,1,4.8875831651703526e-05,103.83397443592186,261625.0881536,50.16617,False,0.0-0.1,200k-500k,>50,0
BLR_124684,2,0.0008591047650917192,240.45212441269277,493312.87744,103.32061,False,0.0-0.1,200k-500k,>50,0
BLR_124685,2,0.0018197444528042725,259.4909702350167,886052.9678714045,196.25214664516128,False,0.0-0.1,>500k,>50,0
BLR_124686,1,4.9332163515443774e-05,109.93794610324109,311666.61344600003,48.5487,False,0.0-0.1,200k-500k,20-50,0
BLR_124687,1,5.776481204710244e-05,126.5359611071805,347121.47734700004,88.80898,False,0.0-0.1,200k-500k,>50,0
BLR_124688,1,7.709300986431088e-05,139.2571396156929,530891.4575670001,131.4195,False,0.0-0.1,>500k,>50,0
BLR_124690,5,0.8173905130984604,509.1172809240373,1017353.4124734044,226.871812,False,0.8-0.9,>500k,>50,8
BLR_124691,2,0.004032508705784385,370.90272771008046,1133789.226641,261.58733451612903,False,0.0-0.1,>500k,>50,0
BLR_124692,3,0.024887032997081067,463.1251597659709,901901.0247024044,215.55435729032257,False,0.0-0.1,>500k,>50,0
BLR_124694,2,0.001910744347941816,306.8559125398547,846359.014699,210.1713296129032,False,0.0-0.1,>500k,>50,0
BLR_124695,2,0.0001536900760632361,236.97645570795703,204.8,0.12,False,0.0-0.1,<=50k,<=5,0
BLR_124696,2,0.0001536900760632361,237.25215035848137,204.8,0.12,False,0.0-0.1,<=50k,<=5,0
BLR_124697,3,0.04392673975895284,537.0834059288475,1204074.4824629999,334.83267903225806,False,0.0-0.1,>500k,>50,0
BLR_124698,5,0.206860116265642,454.1092884371745,204.8,0.12,False,0.2-0.3,<=50k,<=5,2
BLR_124699,5,0.8620478511257345,580.7317417054398,1315230.4529876045,355.446130516129,False,0.8-0.9,>500k,>50,8
BLR_124700,2,0.00118450565928244,271.31862950256874,518348.396692,88.2993,False,0.0-0.1,>500k,>50,0
BLR_124701,2,0.008751373741578918,363.45634902258035,1582945.9814508893,386.85977522580646,False,0.0-0.1,>500k,>50,0
BLR_124702,3,0.0018908655595704104,422.3914033981533,320.3,0.121,False,0.0-0.1,<=50k,<=5,0
BLR_124703,3,0.02713033635539894,509.7338496133821,930760.6418826389,222.14579729032258,False,0.0-0.1,>500k,>50,0
BLR_124704,5,0.8996888019547585,575.7159889801662,1345803.8877640823,260.9484887096774,False,0.8-0.9,>500k,>50,8
BLR_124705,5,0.7368476766889487,550.2991850344292,858594.1187964045,199.633476,False,0.7-0.8,>500k,>50,7
BLR_124706,5,0.8982544959360572,661.8160385988887,1436822.617292,418.0665808064516,True,0.8-0.9,>500k,>50,8
BLR_125006,5,0.3525460655226237,521.9969235810642,185881.7855,25.1938,False,0.3-0.4,100k-200k,20-50,3
BLR_125007,5,0.5977755880570845,562.3309315607621,481590.51389299997,125.77575870967743,False,0.5-0.6,200k-500k,>50,5
BLR_125008,2,0.017548027435959183,378.78145901215635,1783965.196618,387.02718887096773,False,0.0-0.1,>500k,>50,0
BLR_125009,1,8.670525151221412e-05,137.73018699006627,554117.493675,105.06053451612904,False,0.0-0.1,>500k,>50,0
BLR_125010,1,8.724165543419073e-05,142.30048222267652,562461.879690639,148.42441761290323,False,0.0-0.1,>500k,>50,0
BLR_125011,3,0.009512501818068644,442.3812302579364,506499.6108,113.471125,False,0.0-0.1,>500k,>50,0
BLR_125012,2,0.0021082693717027266,314.5377358285957,939708.283604,176.8501,False,0.0-0.1,>500k,>50,0
BLR_125013,3,0.0018300579107106685,317.54322550776556,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_125014,2,0.00472816337160357,227.96853492602574,1419832.9000794045,274.95815922580647,False,0.0-0.1,>500k,>50,0
BLR_125015,5,0.8870914681452398,597.6512122442841,1386810.9685648598,287.77543032258063,True,0.8-0.9,>500k,>50,8
BLR_125016,5,0.20687495367966868,497.9209423716127,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_125017,3,0.021624077923122313,386.56105634542035,920567.771514,251.22802451612904,False,0.0-0.1,>500k,>50,0
BLR_125018,5,0.8851848100707209,631.8463880420175,1314534.55301,299.4220629032258,True,0.8-0.9,>500k,>50,8
BLR_125019,5,0.20703490794506776,551.395172136343,818.4473384999999,0.4,False,0.2-0.3,<=50k,<=5,2
BLR_125021,3,0.02891013908827047,430.13404507976037,1125773.605777,345.57339,False,0.0-0.1,>500k,>50,0
BLR_125022,3,0.018384836387628025,391.7762082937668,870252.765585,189.6868941935484,False,0.0-0.1,>500k,>50,0
BLR_125023,2,0.005489685451625487,307.22616456237853,1465893.3989499998,309.1444561290323,False,0.0-0.1,>500k,>50,0
BLR_125024,1,1.2888670506280666e-05,100.80311971229403,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_125025,5,0.5704323957831033,578.4323767034568,406512.4817,65.59186,True,0.5-0.6,200k-500k,>50,5
BLR_125026,2,0.0009624313002219459,225.84103771307954,633363.84879,193.76027,False,0.0-0.1,>500k,>50,0
BLR_125027,2,0.0006849905149845122,217.76892618066748,321786.77194,51.628479999999996,False,0.0-0.1,200k-500k,>50,0
BLR_125029,3,0.03441036934932267,444.65163063414036,1066068.041115,245.9016614516129,False,0.0-0.1,>500k,>50,0
BLR_125030,5,0.8311797874072242,608.5413632855131,1086518.688125,225.99753451612904,True,0.8-0.9,>500k,>50,8
BLR_125031,2,0.030548982059086457,333.51599425086334,2175789.628615,543.8568119354838,False,0.0-0.1,>500k,>50,0
BLR_125032,1,0.00015480914367795327,118.01379855350395,849786.4068,152.33934129032258,False,0.0-0.1,>500k,>50,0
BLR_125033,1,7.074528626562769e-05,29.232030698712226,471633.02275,82.47791129032258,False,0.0-0.1,200k-500k,>50,0
BLR_125034,3,0.0018300579107106685,379.11731506953595,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_125036,1,0.00016016758352911043,92.3496139255071,809473.79473,207.54815,False,0.0-0.1,>500k,>50,0
BLR_125037,1,0.00011057050689075937,57.06703772008917,711483.1389,123.16006,False,0.0-0.1,>500k,>50,0
BLR_125039,5,0.8180852750152106,615.8443810144654,981226.734432,216.92315580645163,True,0.8-0.9,>500k,>50,8
BLR_125040,5,0.5415270631482844,489.0972729799492,374932.3936392,55.702020000000005,False,0.5-0.6,200k-500k,>50,5
BLR_125041,3,0.007858201408429966,405.2860166524228,391557.79353,101.08608451612903,False,0.0-0.1,200k-500k,>50,0
BLR_125042,1,0.00011294856386271346,69.59562147967563,646016.81746,82.20656000000001,False,0.0-0.1,>500k,>50,0
BLR_125043,2,0.008374191953872458,324.9859398619746,1533417.071685,342.42704596774195,False,0.0-0.1,>500k,>50,0
BLR_125044,3,0.010689489229394845,416.4446855103931,487937.773141,70.47215,False,0.0-0.1,200k-500k,>50,0
BLR_125045,1,0.1679226739243088,364.2488274747273,4473676.7188966945,908.0481891935484,False,0.1-0.2,>500k,>50,1
BLR_125046,2,0.010810369771404824,375.6512252742644,1610077.5597424046,395.07901470967744,False,0.0-0.1,>500k,>50,0
BLR_125047,5,0.7784095038593727,519.6056693802301,1055198.584245,284.5549377419355,False,0.7-0.8,>500k,>50,7
BLR_125048,5,0.769326241361995,495.1130877510333,872871.893551,194.85757999999998,False,0.7-0.8,>500k,>50,7
BLR_125050,3,0.050226254769394706,469.53751985390176,1233355.1153641108,299.585423,False,0.0-0.1,>500k,>50,0
BLR_125051,1,7.984118646209205e-05,79.95572271886131,448458.77388,61.21806,False,0.0-0.1,200k-500k,>50,0
BLR_125053,5,0.5453466897866793,508.40341707479536,370809.14775,52.73759,False,0.5-0.6,200k-500k,>50,5
BLR_125054,2,0.0020564587984437236,328.9070388200331,926143.3039986,254.91849961290322,False,0.0-0.1,>500k,>50,0
BLR_125055,3,0.03830518523612991,530.4645955253449,1170974.256661,278.85632387096774,False,0.0-0.1,>500k,>50,0
BLR_125057,1,0.00010001680605820725,96.48084234664162,629330.6250400001,102.20596,False,0.0-0.1,>500k,>50,0
BLR_125058,5,0.8949095405294153,575.7943799707774,1559087.568699,382.9274157419355,False,0.8-0.9,>500k,>50,8
BLR_125059,1,1.2891638618707765e-05,62.12652914858474,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_125060,2,0.004681706899111804,370.86583470393805,1330482.4717,206.20469,False,0.0-0.1,>500k,>50,0
BLR_125061,9,0.9999777736599395,621.0528234895893,790808.460579,229.2655570967742,True,0.9-1.0,>500k,>50,9
BLR_125064,3,0.04062268836899844,504.27338494452187,1158009.789758,279.2644758064516,False,0.0-0.1,>500k,>50,0
BLR_125065,2,0.0035000372266057837,352.31679617594494,1152067.0859080001,229.3543485483871,False,0.0-0.1,>500k,>50,0
BLR_125066,1,0.0024962970701879663,255.07613120975552,2462828.291016,600.4161027419354,False,0.0-0.1,>500k,>50,0
BLR_125067,3,0.11141458940789331,542.6789276227405,2005766.382139239,442.9748514193548,False,0.1-0.2,>500k,>50,1
BLR_125068,1,7.985731964609244e-05,133.7107163025124,531513.93795,129.4894,False,0.0-0.1,>500k,>50,0
BLR_125069,5,0.7470228968168668,519.0444443383487,827353.803828,213.1630125806452,False,0.7-0.8,>500k,>50,7
BLR_125429,5,0.38008827277132046,620.0075238416123,216157.066,53.550489999999996,False,0.3-0.4,200k-500k,>50,3
BLR_125430,5,0.20687146584200314,603.2784808407162,147.83999999999995,0.039,False,0.2-0.3,<=50k,<=5,2
BLR_125431,5,0.6688799377801927,642.6808345898946,612965.596883,174.33859677419355,False,0.6-0.7,>500k,>50,6
BLR_125432,5,0.20688036072076557,611.851738693257,147.84999999999997,0.139,False,0.2-0.3,<=50k,<=5,2
BLR_125433,2,0.0043113837775469194,318.6311893871007,1322713.387078956,353.9781406451613,False,0.0-0.1,>500k,>50,0
BLR_125434,1,6.607695481417127e-05,136.77289097360534,477259.28618,154.6779,False,0.0-0.1,200k-500k,>50,0
BLR_125435,3,0.0018298221616133848,341.2821232255191,147.84999999999997,0.139,False,0.0-0.1,<=50k,<=5,0
BLR_125436,3,0.027966117390362703,480.5182089157846,993826.674851,306.36228,False,0.0-0.1,>500k,>50,0
BLR_125437,1,1.2882828172826642e-05,101.06282438245195,0.01,0.1,False,0.0-0.1,<=50k,<=5,0
BLR_125438,3,0.010150270077910212,450.67508559900085,497547.8185197605,107.045646,False,0.0-0.1,200k-500k,>50,0
BLR_125439,5,0.2068383444572415,610.522635933623,0.01,0.1,False,0.2-0.3,<=50k,<=5,2
